"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AC010422.1",0.938195567158665,0.848889007112888,0.001,0.001,1
"DAND5",0.938195567158665,1.30063709162986,0.001,0.001,1
"NXNL1",0.938195567158665,0.642397593629255,0.001,0.001,1
"GDF15",0.938195567158665,1.25028178100605,0.001,0.001,1
"AC016587.1",0.938195567158665,0.374024323674222,0.001,0.001,1
"AC008747.1",0.938195567158665,1.28580793549636,0.001,0.001,1
"AC093227.3",0.938195567158665,0.41513051477083,0.001,0.001,1
"MYBPC2",0.938195567158665,1.10301400816965,0.001,0.001,1
"AC022150.2",0.938195567158665,0.281654097568467,0.001,0.001,1
"AC006116.10",0.938195567158665,0.742381920753399,0.001,0.001,1
"AC008969.2",0.938195567158665,1.21381741215399,0.001,0.001,1
"ADAM33",0.938195567158665,0.424896501031556,0.001,0.001,1
"LINC01433",0.938195567158665,1.66431670643618,0.001,0.001,1
"AL110115.1",0.938195567158665,0.663103546184996,0.001,0.001,1
"AL031658.1",0.938195567158665,1.55468108758223,0.001,0.001,1
"ACTL10",0.938195567158665,0.324793279930814,0.001,0.001,1
"BPI",0.938195567158665,0.211714140982215,0.001,0.001,1
"FAM83D",0.938195567158665,0.760581694230913,0.001,0.001,1
"AL021578.1",0.938195567158665,0.656032745391263,0.001,0.001,1
"TFAP2C",0.938195567158665,1.66774818160438,0.001,0.001,1
"LKAAEAR1",0.938195567158665,0.354322296704231,0.001,0.001,1
"FP565260.5",0.938195567158665,0.89828964494115,0.001,0.001,1
"AC124864.3",0.938195567158665,1.32779565323042,0.001,0.001,1
"AP001619.1",0.938195567158665,0.296007785118521,0.001,0.001,1
"DNMT3L",0.938195567158665,1.30301685070842,0.001,0.001,1
"AJ239328.1",0.938195567158665,1.32416995209323,0.001,0.001,1
"AC245060.2",0.938195567158665,3.00579353903638,0.001,0.001,1
"AL022323.3",0.938195567158665,0.353000527334018,0.001,0.001,1
"AL022323.1",0.938195567158665,2.10357452582928,0.001,0.001,1
"HORMAD2-AS1",0.938195567158665,0.278138733125491,0.001,0.001,1
"KCNJ4",0.938195567158665,0.679106112701779,0.001,0.001,1
"AL117328.2",0.938195567158665,0.804361886609388,0.001,0.001,1
"BMX",0.938195567158665,1.8490030694642,0.001,0.001,1
"PTCHD1",0.938195567158665,0.548953308110873,0.001,0.001,1
"AL121578.3",0.938195567158665,0.792069021835636,0.001,0.001,1
"AL109653.3",0.938195567158665,0.367197267803762,0.001,0.001,1
"FMR1-AS1",0.938195567158665,0.364395137374217,0.001,0.001,1
"AC145212.1",0.938195567158665,0.186467645773867,0.001,0.001,1
"TTC39A-AS1",0.938195567158665,0.953220951871424,0.001,0.001,1
"AL121990.1",0.938195567158665,0.687316401516274,0.001,0.001,1
"SMYD3-IT1",0.938195567158665,2.46213483476985,0.001,0.001,1
"AC093912.1",0.938195567158665,0.738076216451381,0.001,0.001,1
"AC010096.1",0.938195567158665,1.33192945869309,0.001,0.001,1
"LINC01789",0.938195567158665,1.17361924204071,0.001,0.001,1
"CCDC39-AS1",0.938195567158665,0.309199098792559,0.001,0.001,1
"LINC02200",0.938195567158665,2.53031002746561,0.001,0.001,1
"AC010307.2",0.938195567158665,0.254054080995125,0.001,0.001,1
"NOX3",0.938195567158665,1.68284934612858,0.001,0.001,1
"AC091114.1",0.938195567158665,0.184370485406278,0.001,0.001,1
"AL355672.1",0.938195567158665,0.278680769290805,0.001,0.001,1
"AC025946.1",0.938195567158665,0.825250051808487,0.001,0.001,1
"AL450384.1",0.938195567158665,1.02503242827114,0.001,0.001,1
"AL161646.1",0.938195567158665,1.28767407400154,0.001,0.001,1
"OR52H1",0.938195567158665,0.615218305586906,0.001,0.001,1
"LRRN4CL",0.938195567158665,0.531980993876266,0.001,0.001,1
"AC087883.2",0.938195567158665,1.39551959711211,0.001,0.001,1
"AL158196.1",0.938195567158665,2.59823153290542,0.001,0.001,1
"AL159156.1",0.938195567158665,0.306638204905909,0.001,0.001,1
"AL161431.1",0.938195567158665,0.452778545778484,0.001,0.001,1
"AC004817.4",0.938195567158665,1.29297760111873,0.001,0.001,1
"AC087477.2",0.938195567158665,1.3847731912626,0.001,0.001,1
"AC009133.2",0.938195567158665,0.388019354016347,0.001,0.001,1
"AC027682.2",0.938195567158665,0.608175495893883,0.001,0.001,1
"FAM92B",0.938195567158665,0.550690699232529,0.001,0.001,1
"PRDM7",0.938195567158665,0.26803691311329,0.001,0.001,1
"AC138761.1",0.938195567158665,1.78890583855036,0.001,0.001,1
"KRT20",0.938195567158665,1.20179063979077,0.001,0.001,1
"MIR3976HG",0.938195567158665,0.963440106853572,0.001,0.001,1
"AC068473.4",0.938195567158665,0.670218920717691,0.001,0.001,1
"LINC01271",0.938195567158665,0.218293187798983,0.001,0.001,1
"AC009158.1",0.938195567158665,0.393494112097031,0.001,0.001,1
"FP671120.6",0.938195567158665,0.663940311624617,0.001,0.001,1
"BX324167.2",0.938195567158665,1.40348183234154,0.001,0.001,1
"AC004471.2",0.938195567158665,0.727742320684905,0.001,0.001,1
"AL645929.2",0.938195567158665,0.247903267171523,0.001,0.001,1
"MPIG6B",0.938195567158665,0.903888988809998,0.001,0.001,1
"CCL26",0.938195567158665,1.17686412930679,0.001,0.001,1
"LINC02689",0.938195567158665,0.726740589670971,0.001,0.001,1
"AC090371.2",0.938195567158665,0.469527613691876,0.001,0.001,1
"AC093462.1",0.938195567158665,1.01996687760721,0.001,0.001,1
"FUT5",0.938195567158665,0.941172490045588,0.001,0.001,1
"CAP2",0.938429155517305,0.272517805758393,0.006,0.007,1
"LINC01435",0.938429155517305,-0.306305248866266,0.006,0.007,1
"ACOT9",0.938596311555393,0.190996246382575,0.133,0.133,1
"TCL6",0.93877203819249,0.158079575952051,0.001,0.001,1
"GRM7-AS1",0.938882659823127,0.647061581141031,0.006,0.007,1
"OXSR1",0.938996854604169,0.0878373612874561,0.356,0.359,1
"WTIP",0.939336183951891,0.719564760308488,0.006,0.007,1
"TP73",0.939348541315374,-0.582424462389953,0.001,0.001,1
"LINC00337",0.939348541315374,-0.117860763230679,0.001,0.001,1
"AL359881.2",0.939348541315374,-0.0687002901254328,0.001,0.001,1
"CA6",0.939348541315374,0.0510991453460665,0.001,0.001,1
"BX323043.1",0.939348541315374,0.130739832071258,0.001,0.001,1
"KAZN-AS1",0.939348541315374,-0.153550202367432,0.001,0.001,1
"AL031432.3",0.939348541315374,-1.43566006670204,0.001,0.001,1
"AL512288.1",0.939348541315374,-0.153784123388911,0.001,0.001,1
"FAM183A",0.939348541315374,-0.472741322583058,0.001,0.001,1
"TRABD2B",0.939348541315374,-0.153530282863167,0.001,0.001,1
"C1orf87",0.939348541315374,-0.0152025226106218,0.001,0.001,1
"DIRAS3",0.939348541315374,-0.224623929918343,0.001,0.001,1
"RPE65",0.939348541315374,-0.425530690509552,0.001,0.001,1
"LPAR3",0.939348541315374,-0.150869344780808,0.001,0.001,1
"IGSF3",0.939348541315374,-0.433767331212824,0.001,0.001,1
"LINC02804",0.939348541315374,-2.09506045296406,0.001,0.001,1
"ZNF687-AS1",0.939348541315374,-0.0373325022325304,0.001,0.001,1
"AL365181.2",0.939348541315374,-0.100591523871472,0.001,0.001,1
"NTRK1",0.939348541315374,-1.69068613765244,0.001,0.001,1
"ACKR1",0.939348541315374,-0.471743644643208,0.001,0.001,1
"LRRC52-AS1",0.939348541315374,0.153466629941468,0.001,0.001,1
"AL391645.1",0.939348541315374,-1.97462996776178,0.001,0.001,1
"LINC01136",0.939348541315374,-1.39871327687991,0.001,0.001,1
"C4BPA",0.939348541315374,-0.818903119448327,0.001,0.001,1
"AC096637.1",0.939348541315374,-1.39535273705631,0.001,0.001,1
"AL360091.1",0.939348541315374,-0.247560056965051,0.001,0.001,1
"LINC02775",0.939348541315374,-0.267448942383485,0.001,0.001,1
"LINC01744",0.939348541315374,-0.481492031414813,0.001,0.001,1
"AL359924.1",0.939348541315374,-0.576826434740598,0.001,0.001,1
"KIF26B-AS1",0.939348541315374,-0.235705234199822,0.001,0.001,1
"AL591848.3",0.939348541315374,-0.147542677984131,0.001,0.001,1
"OR2M4",0.939348541315374,-0.535324054397117,0.001,0.001,1
"AC009486.2",0.939348541315374,-0.170870048255596,0.001,0.001,1
"AC130710.1",0.939348541315374,-0.720435350546511,0.001,0.001,1
"AL133243.1",0.939348541315374,-1.00706695182574,0.001,0.001,1
"ABCG5",0.939348541315374,-1.19663823956671,0.001,0.001,1
"AC007381.1",0.939348541315374,-0.693762341188062,0.001,0.001,1
"AC005034.5",0.939348541315374,-1.26917396248328,0.001,0.001,1
"RGPD6",0.939348541315374,-0.960798124169206,0.001,0.001,1
"AL078621.4",0.939348541315374,-0.443226477029349,0.001,0.001,1
"PKP4-AS1",0.939348541315374,-0.454634119319174,0.001,0.001,1
"XIRP2",0.939348541315374,-0.416830081216355,0.001,0.001,1
"B3GALT1",0.939348541315374,-0.28549271155368,0.001,0.001,1
"HOXD3",0.939348541315374,0.075662810703756,0.001,0.001,1
"AC098820.3",0.939348541315374,-0.00436622619748661,0.001,0.001,1
"LINC01280",0.939348541315374,-0.128168231169447,0.001,0.001,1
"VIL1",0.939348541315374,0.130066790390806,0.001,0.001,1
"PAX3",0.939348541315374,-0.145605757314398,0.001,0.001,1
"KCNJ13",0.939348541315374,-0.685259703890601,0.001,0.001,1
"AC104187.1",0.939348541315374,-0.861406081360343,0.001,0.001,1
"CDC25A",0.939348541315374,0.00600542987347552,0.001,0.001,1
"SPINK8",0.939348541315374,-0.247215029269267,0.001,0.001,1
"AC137630.4",0.939348541315374,-1.89680609873398,0.001,0.001,1
"AC117481.1",0.939348541315374,0.0836658926385265,0.001,0.001,1
"AC099542.1",0.939348541315374,-1.7258466959959,0.001,0.001,1
"POU1F1",0.939348541315374,-0.143553713135804,0.001,0.001,1
"TMPRSS7",0.939348541315374,-0.0412712757048652,0.001,0.001,1
"AC092691.3",0.939348541315374,-0.560813001428601,0.001,0.001,1
"SLCO2A1",0.939348541315374,-0.347379299142732,0.001,0.001,1
"AC109992.2",0.939348541315374,-0.467893754061375,0.001,0.001,1
"AC080013.5",0.939348541315374,-0.203349239875761,0.001,0.001,1
"LINC01192",0.939348541315374,-1.01817431869302,0.001,0.001,1
"AC055714.1",0.939348541315374,-0.114570729540635,0.001,0.001,1
"AC007920.2",0.939348541315374,-2.73197973953001,0.001,0.001,1
"SST",0.939348541315374,0.0892039190792833,0.001,0.001,1
"CLDN1",0.939348541315374,-0.523837528429075,0.001,0.001,1
"AC073365.1",0.939348541315374,-0.377929465899624,0.001,0.001,1
"ZNF732",0.939348541315374,-1.3130728268529,0.001,0.001,1
"LINC01396",0.939348541315374,-0.245960339338392,0.001,0.001,1
"JAKMIP1",0.939348541315374,-0.287287044803541,0.001,0.001,1
"AC116317.1",0.939348541315374,-1.01793683663797,0.001,0.001,1
"AC097505.1",0.939348541315374,-0.61757142803328,0.001,0.001,1
"AC022463.1",0.939348541315374,-0.700622236271746,0.001,0.001,1
"AC131953.1",0.939348541315374,0.0450149122606387,0.001,0.001,1
"AC114757.1",0.939348541315374,-0.792863339818723,0.001,0.001,1
"EPGN",0.939348541315374,-0.528803136161313,0.001,0.001,1
"AC112719.2",0.939348541315374,0.097372362954685,0.001,0.001,1
"PIGY-DT",0.939348541315374,0.0989716966832432,0.001,0.001,1
"NPNT",0.939348541315374,-0.576625330742583,0.001,0.001,1
"AC017007.5",0.939348541315374,-2.70787747811259,0.001,0.001,1
"PRSS12",0.939348541315374,-0.898972857487777,0.001,0.001,1
"LINC02377",0.939348541315374,-0.305926897634341,0.001,0.001,1
"PRSS48",0.939348541315374,0.0136878226824386,0.001,0.001,1
"AC021134.2",0.939348541315374,-0.0573710623197776,0.001,0.001,1
"LINC01020",0.939348541315374,-0.0383434956619091,0.001,0.001,1
"AC034229.4",0.939348541315374,-0.208940342634774,0.001,0.001,1
"PRDM9",0.939348541315374,-0.282041925021218,0.001,0.001,1
"GPX8",0.939348541315374,-0.438555804371237,0.001,0.001,1
"AC010359.2",0.939348541315374,-2.01639803127112,0.001,0.001,1
"AC010245.1",0.939348541315374,-1.58378553221471,0.001,0.001,1
"RGMB-AS1",0.939348541315374,-0.748340742593873,0.001,0.001,1
"AC010230.1",0.939348541315374,-1.91131828227173,0.001,0.001,1
"AC034236.3",0.939348541315374,0.0894874527547618,0.001,0.001,1
"AC022101.1",0.939348541315374,-0.112184175311745,0.001,0.001,1
"MINAR2",0.939348541315374,-0.625005820036428,0.001,0.001,1
"AC135457.1",0.939348541315374,-0.312767436600343,0.001,0.001,1
"PCDHA13",0.939348541315374,-0.759040290470653,0.001,0.001,1
"AC139795.3",0.939348541315374,0.111907456329385,0.001,0.001,1
"RBM24",0.939348541315374,-2.04551014057173,0.001,0.001,1
"AL662797.1",0.939348541315374,-0.77091769896693,0.001,0.001,1
"SPATS1",0.939348541315374,-0.918887289394299,0.001,0.001,1
"AL033384.2",0.939348541315374,0.0544984752236246,0.001,0.001,1
"AL133406.2",0.939348541315374,-0.253252272052082,0.001,0.001,1
"AL049552.2",0.939348541315374,0.101668851193853,0.001,0.001,1
"AL360178.1",0.939348541315374,-0.871116043837409,0.001,0.001,1
"NMBR",0.939348541315374,-0.608037066193821,0.001,0.001,1
"AL513164.1",0.939348541315374,-0.461667273580145,0.001,0.001,1
"AL512658.2",0.939348541315374,-0.690030792690402,0.001,0.001,1
"AL356417.1",0.939348541315374,-0.0855993190682582,0.001,0.001,1
"AL121956.6",0.939348541315374,0.0182561784326651,0.001,0.001,1
"AL023775.2",0.939348541315374,0.082529009772017,0.001,0.001,1
"AC091685.1",0.939348541315374,0.114391364097234,0.001,0.001,1
"UPK3B",0.939348541315374,-2.95780680913536,0.001,0.001,1
"AC073326.1",0.939348541315374,-0.411522522809117,0.001,0.001,1
"FLNC-AS1",0.939348541315374,0.0633843097523332,0.001,0.001,1
"SMKR1",0.939348541315374,-0.467282570252864,0.001,0.001,1
"TSGA13",0.939348541315374,0.101362904911047,0.001,0.001,1
"AC083880.1",0.939348541315374,0.139909924712542,0.001,0.001,1
"AC092666.1",0.939348541315374,-0.323278000320219,0.001,0.001,1
"VIPR2",0.939348541315374,-0.367751392608994,0.001,0.001,1
"AC136777.1",0.939348541315374,-0.556493742038229,0.001,0.001,1
"AC021242.3",0.939348541315374,-0.0812696220940392,0.001,0.001,1
"SOX7",0.939348541315374,-0.181444731927799,0.001,0.001,1
"GATA4",0.939348541315374,-0.602075245423852,0.001,0.001,1
"ALKAL1",0.939348541315374,-0.322404870089214,0.001,0.001,1
"AC068389.2",0.939348541315374,-0.128674442822401,0.001,0.001,1
"TCF24",0.939348541315374,-0.697313067347768,0.001,0.001,1
"AC068700.2",0.939348541315374,-0.0927157454018701,0.001,0.001,1
"AC009902.3",0.939348541315374,-2.37179513965945,0.001,0.001,1
"AP000424.1",0.939348541315374,-1.04252950727402,0.001,0.001,1
"AC012213.1",0.939348541315374,-0.172577449148525,0.001,0.001,1
"AC021237.1",0.939348541315374,-1.77647682646939,0.001,0.001,1
"AC068228.3",0.939348541315374,-0.649687334644272,0.001,0.001,1
"TMEM249",0.939348541315374,-0.287710547152631,0.001,0.001,1
"AL136979.1",0.939348541315374,-0.0474634486299479,0.001,0.001,1
"AL359076.1",0.939348541315374,-0.141311373142852,0.001,0.001,1
"AL513412.1",0.939348541315374,-0.43877345093693,0.001,0.001,1
"AL359922.2",0.939348541315374,-0.220502150804737,0.001,0.001,1
"CA9",0.939348541315374,-1.75682027549947,0.001,0.001,1
"FAM221B",0.939348541315374,-0.0730378614581966,0.001,0.001,1
"FAM27E3",0.939348541315374,-0.236340728537595,0.001,0.001,1
"DAPK1-IT1",0.939348541315374,-0.176172270427548,0.001,0.001,1
"AL161910.1",0.939348541315374,-0.497331765779624,0.001,0.001,1
"AL136981.3",0.939348541315374,-0.112009593136937,0.001,0.001,1
"AL157936.1",0.939348541315374,-1.18374543803951,0.001,0.001,1
"AL807757.1",0.939348541315374,-0.493037226626308,0.001,0.001,1
"AL353768.2",0.939348541315374,-0.0304590775216251,0.001,0.001,1
"AL354893.2",0.939348541315374,-0.493548281989332,0.001,0.001,1
"AL161729.1",0.939348541315374,-0.300189774578445,0.001,0.001,1
"AC006288.1",0.939348541315374,-0.693467570865831,0.001,0.001,1
"AL158167.1",0.939348541315374,-0.691670355399496,0.001,0.001,1
"LINC00839",0.939348541315374,-0.106094413724809,0.001,0.001,1
"C10orf62",0.939348541315374,-0.319739035797408,0.001,0.001,1
"LOXL4",0.939348541315374,-0.577172232379568,0.001,0.001,1
"AL139339.1",0.939348541315374,-0.127428535329582,0.001,0.001,1
"LINC01561",0.939348541315374,-0.206453491679696,0.001,0.001,1
"AL158835.2",0.939348541315374,-1.39390527938146,0.001,0.001,1
"AP006621.4",0.939348541315374,0.0148235890015531,0.001,0.001,1
"AP006623.1",0.939348541315374,-0.314867951990964,0.001,0.001,1
"LINC02749",0.939348541315374,-0.761306137807633,0.001,0.001,1
"HBG2",0.939348541315374,0.0305104160096592,0.001,0.001,1
"CSRP3-AS1",0.939348541315374,-0.715801013203434,0.001,0.001,1
"WT1-AS",0.939348541315374,0.039575908791976,0.001,0.001,1
"TSPAN18-AS1",0.939348541315374,-0.52726870158997,0.001,0.001,1
"AC024475.1",0.939348541315374,-0.520540656573944,0.001,0.001,1
"MMP20",0.939348541315374,0.0821612134562653,0.001,0.001,1
"AP001267.2",0.939348541315374,-0.91422993262996,0.001,0.001,1
"AP001994.2",0.939348541315374,-1.74140644899848,0.001,0.001,1
"KIRREL3-AS2",0.939348541315374,0.149652072991719,0.001,0.001,1
"CACNA1C-AS2",0.939348541315374,-0.761378458128752,0.001,0.001,1
"AC006197.2",0.939348541315374,-0.423064511403716,0.001,0.001,1
"AC009464.1",0.939348541315374,-0.588302717324339,0.001,0.001,1
"SP7",0.939348541315374,-2.15583329696763,0.001,0.001,1
"AC079313.2",0.939348541315374,-0.499239187629523,0.001,0.001,1
"PPP1R1A",0.939348541315374,-0.0290200147360276,0.001,0.001,1
"SLC39A5",0.939348541315374,-0.244231827538821,0.001,0.001,1
"MIP",0.939348541315374,-0.586170476768271,0.001,0.001,1
"ARHGEF25",0.939348541315374,-0.98901912298614,0.001,0.001,1
"AC078983.1",0.939348541315374,-0.518189064649938,0.001,0.001,1
"NR1H4",0.939348541315374,-0.34042980376263,0.001,0.001,1
"CCDC63",0.939348541315374,-1.21170978426143,0.001,0.001,1
"LINC00934",0.939348541315374,-0.331104770995099,0.001,0.001,1
"AC095350.1",0.939348541315374,0.0113874046161513,0.001,0.001,1
"AC127070.1",0.939348541315374,-0.460995645523468,0.001,0.001,1
"GJB6",0.939348541315374,-0.60971087756721,0.001,0.001,1
"SKA3",0.939348541315374,0.020913554054248,0.001,0.001,1
"AL445985.1",0.939348541315374,0.0573559828109076,0.001,0.001,1
"AL356295.1",0.939348541315374,-0.313562653378348,0.001,0.001,1
"LINC01080",0.939348541315374,-0.62618060384143,0.001,0.001,1
"LINC00370",0.939348541315374,-0.730502557302676,0.001,0.001,1
"DCUN1D2-AS",0.939348541315374,-0.397700702747819,0.001,0.001,1
"AJUBA",0.939348541315374,-1.07999674612128,0.001,0.001,1
"AL162632.1",0.939348541315374,-0.60402843819673,0.001,0.001,1
"LINC02331",0.939348541315374,-0.524747522461608,0.001,0.001,1
"AL161757.2",0.939348541315374,-2.00696727479461,0.001,0.001,1
"AL391262.1",0.939348541315374,-0.663458228758882,0.001,0.001,1
"ADAM21",0.939348541315374,-0.45635172381194,0.001,0.001,1
"AC005520.3",0.939348541315374,-0.174365694956608,0.001,0.001,1
"ZDHHC22",0.939348541315374,-0.710025409659551,0.001,0.001,1
"AC008056.2",0.939348541315374,-0.0529629115254462,0.001,0.001,1
"AL137786.1",0.939348541315374,-0.0161526383219579,0.001,0.001,1
"AL138976.2",0.939348541315374,-0.714612422827926,0.001,0.001,1
"AL583810.1",0.939348541315374,-0.344468168498734,0.001,0.001,1
"AC009562.1",0.939348541315374,-0.388860976135055,0.001,0.001,1
"AC079203.2",0.939348541315374,-0.159059348906844,0.001,0.001,1
"AC087457.1",0.939348541315374,-0.230742361307483,0.001,0.001,1
"AC114546.1",0.939348541315374,-0.0120304149455066,0.001,0.001,1
"RAD51",0.939348541315374,-0.209913363643272,0.001,0.001,1
"AC020661.1",0.939348541315374,-0.901303618580153,0.001,0.001,1
"DLL4",0.939348541315374,-0.682928637895673,0.001,0.001,1
"CHAC1",0.939348541315374,-0.150618085983334,0.001,0.001,1
"AC091117.2",0.939348541315374,0.100779756319735,0.001,0.001,1
"WDR72",0.939348541315374,0.0153755105883686,0.001,0.001,1
"AC100830.2",0.939348541315374,-0.378197565219246,0.001,0.001,1
"LINC02351",0.939348541315374,-1.64441856359983,0.001,0.001,1
"AC019254.1",0.939348541315374,-0.572639733302809,0.001,0.001,1
"HBZ",0.939348541315374,-0.214455259520792,0.001,0.001,1
"SRL",0.939348541315374,-0.152176684053082,0.001,0.001,1
"TMEM114",0.939348541315374,-1.21805370517573,0.001,0.001,1
"AC010401.1",0.939348541315374,-0.60432628824171,0.001,0.001,1
"AC126755.2",0.939348541315374,-1.19393058194449,0.001,0.001,1
"AC130456.5",0.939348541315374,0.0291742129354073,0.001,0.001,1
"AC002550.2",0.939348541315374,-0.6329424120709,0.001,0.001,1
"AC092375.2",0.939348541315374,-0.902889922675449,0.001,0.001,1
"SCNN1G",0.939348541315374,-2.01951238124277,0.001,0.001,1
"SLC5A2",0.939348541315374,-0.141884036225436,0.001,0.001,1
"DOK4",0.939348541315374,-0.580580384804938,0.001,0.001,1
"HSD11B2",0.939348541315374,0.0134939958367397,0.001,0.001,1
"AC027682.1",0.939348541315374,-0.321024705413791,0.001,0.001,1
"CTRB1",0.939348541315374,-0.115073467397036,0.001,0.001,1
"AC040169.3",0.939348541315374,-0.0456302536373041,0.001,0.001,1
"KCNG4",0.939348541315374,-0.551515784442381,0.001,0.001,1
"AC018695.9",0.939348541315374,-0.120559280638826,0.001,0.001,1
"AC009108.3",0.939348541315374,-0.397329993059794,0.001,0.001,1
"AC092720.1",0.939348541315374,-0.106959497231182,0.001,0.001,1
"DPEP1",0.939348541315374,-0.897660171318792,0.001,0.001,1
"AC090617.5",0.939348541315374,-0.156749241499025,0.001,0.001,1
"SLC16A11",0.939348541315374,-0.947849270757832,0.001,0.001,1
"TMEM88",0.939348541315374,-0.0983188536754831,0.001,0.001,1
"HS3ST3A1",0.939348541315374,0.0279253591933148,0.001,0.001,1
"AC005726.2",0.939348541315374,-0.887314855192189,0.001,0.001,1
"AC104984.2",0.939348541315374,-0.168574269446319,0.001,0.001,1
"SLFN12L",0.939348541315374,-1.14821722061442,0.001,0.001,1
"RASL10B",0.939348541315374,0.0579834877714411,0.001,0.001,1
"AC004231.1",0.939348541315374,-0.539265813158361,0.001,0.001,1
"AC099811.3",0.939348541315374,-0.641395208790215,0.001,0.001,1
"ARL4D",0.939348541315374,-1.5043679249927,0.001,0.001,1
"MEOX1",0.939348541315374,-0.564611669055591,0.001,0.001,1
"AC110921.1",0.939348541315374,-0.107095652640256,0.001,0.001,1
"AC022211.3",0.939348541315374,-0.0355057219599333,0.001,0.001,1
"RNF157-AS1",0.939348541315374,-0.615839118230085,0.001,0.001,1
"AC015802.3",0.939348541315374,-0.39848651612601,0.001,0.001,1
"AC016168.4",0.939348541315374,-0.825036394617943,0.001,0.001,1
"AC111182.1",0.939348541315374,0.0906099170675176,0.001,0.001,1
"MAFG-DT",0.939348541315374,-1.55483712226307,0.001,0.001,1
"NDC80",0.939348541315374,-0.844886728384157,0.001,0.001,1
"AP005901.2",0.939348541315374,0.131586704149292,0.001,0.001,1
"AC103987.2",0.939348541315374,-1.04767599624974,0.001,0.001,1
"AC121320.1",0.939348541315374,-0.124079810776673,0.001,0.001,1
"AC044840.1",0.939348541315374,-0.550338959063843,0.001,0.001,1
"LINC01919",0.939348541315374,-0.00976465050022135,0.001,0.001,1
"AC022031.2",0.939348541315374,-0.326022550010681,0.001,0.001,1
"AC100847.1",0.939348541315374,-0.871676881948888,0.001,0.001,1
"AC091576.1",0.939348541315374,-0.0801598819853258,0.001,0.001,1
"AC090337.1",0.939348541315374,-0.394500023880678,0.001,0.001,1
"C18orf65",0.939348541315374,0.0902032820143859,0.001,0.001,1
"AC114341.1",0.939348541315374,-0.030435696475303,0.001,0.001,1
"CBARP",0.939348541315374,-0.722582307382915,0.001,0.001,1
"JSRP1",0.939348541315374,-0.488156082354218,0.001,0.001,1
"AC092068.1",0.939348541315374,0.0843424109919333,0.001,0.001,1
"AC006538.3",0.939348541315374,-0.0687319003443783,0.001,0.001,1
"SHD",0.939348541315374,-1.39237861836431,0.001,0.001,1
"PLIN4",0.939348541315374,-0.0336574652195623,0.001,0.001,1
"ZNF426-DT",0.939348541315374,0.00942885097778934,0.001,0.001,1
"THSD8",0.939348541315374,-0.556147365494033,0.001,0.001,1
"SLC1A6",0.939348541315374,-0.789505384439929,0.001,0.001,1
"AC005785.1",0.939348541315374,-3.11207050661456,0.001,0.001,1
"AC010618.2",0.939348541315374,-1.12551329085398,0.001,0.001,1
"AC011503.2",0.939348541315374,-0.0294003362487789,0.001,0.001,1
"AC073534.2",0.939348541315374,0.0531481903764206,0.001,0.001,1
"AC118344.1",0.939348541315374,-0.646465862190643,0.001,0.001,1
"PRR19",0.939348541315374,-1.11340185124501,0.001,0.001,1
"AC074212.1",0.939348541315374,0.0623570082908564,0.001,0.001,1
"PTOV1-AS2",0.939348541315374,-0.154772863221875,0.001,0.001,1
"AC010624.5",0.939348541315374,-0.563992032684324,0.001,0.001,1
"AC005498.1",0.939348541315374,-0.274027434273963,0.001,0.001,1
"SLC32A1",0.939348541315374,-0.133706769994191,0.001,0.001,1
"LINC01754",0.939348541315374,-0.458845606862138,0.001,0.001,1
"AL160412.1",0.939348541315374,-0.496200621076596,0.001,0.001,1
"AL121832.3",0.939348541315374,-0.668609251431777,0.001,0.001,1
"LINC01749",0.939348541315374,-2.32488785556192,0.001,0.001,1
"AL121829.2",0.939348541315374,-0.324944349769888,0.001,0.001,1
"CU633967.1",0.939348541315374,-0.638196448364424,0.001,0.001,1
"FAM243B",0.939348541315374,-0.0625387570196931,0.001,0.001,1
"AP000561.1",0.939348541315374,-0.320986401668909,0.001,0.001,1
"AP000704.1",0.939348541315374,-0.482920590500662,0.001,0.001,1
"LINC01424",0.939348541315374,0.0195683844028576,0.001,0.001,1
"AP000542.3",0.939348541315374,-0.702250422065376,0.001,0.001,1
"AC007666.1",0.939348541315374,-0.818733644195822,0.001,0.001,1
"AC000068.3",0.939348541315374,-1.23722700883821,0.001,0.001,1
"CCDC116",0.939348541315374,-0.351964334687182,0.001,0.001,1
"Z97353.2",0.939348541315374,0.132868039449558,0.001,0.001,1
"LINC02558",0.939348541315374,0.017075220171618,0.001,0.001,1
"RASD2",0.939348541315374,-0.123168228194171,0.001,0.001,1
"Z95114.2",0.939348541315374,-0.0591145774771107,0.001,0.001,1
"A4GALT",0.939348541315374,0.0388561796197013,0.001,0.001,1
"SYTL5",0.939348541315374,-0.784237966081342,0.001,0.001,1
"LINC01545",0.939348541315374,-2.22729400883899,0.001,0.001,1
"USP27X-AS1",0.939348541315374,-0.451251199439485,0.001,0.001,1
"AL158055.1",0.939348541315374,-0.00440796099800878,0.001,0.001,1
"KDM5C-IT1",0.939348541315374,-0.200281468318304,0.001,0.001,1
"ARL13A",0.939348541315374,-0.84715371217464,0.001,0.001,1
"DRP2",0.939348541315374,0.0484509450255359,0.001,0.001,1
"HMGB3",0.939348541315374,-0.32781880453534,0.001,0.001,1
"BX571846.1",0.939348541315374,-0.0563983886435295,0.001,0.001,1
"AL589765.5",0.939348541315374,-0.384438536010492,0.001,0.001,1
