"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"KCNIP1",0,-2.61301181766395,0.293,0.828,0
"IFI44L",0,-4.08159203180488,0.092,0.495,0
"KCNMB1",0,-3.03679770065576,0.083,0.424,0
"DPYD",0,-1.57864452889413,0.48,0.805,0
"PLP1",0,-2.21826136114089,0.207,0.532,0
"TIAM1",0,-1.57793021603872,0.43,0.752,0
"XYLT1",0,-1.72325874540612,0.221,0.529,0
"RGL1",0,1.99485704679859,0.448,0.144,0
"XAF1",0,-2.09567477361513,0.186,0.488,0
"DLEU7",0,-1.98832085271235,0.375,0.674,0
"STARD13",0,1.53194840068132,0.724,0.428,0
"XACT",0,-2.75314355305017,0.081,0.374,0
"AC090833.1",0,-3.47830570818638,0.073,0.366,0
"ITPR1",0,-1.18884525794773,0.351,0.634,0
"DNAJB1",0,3.4961313454022,0.442,0.16,0
"MIR646HG",0,-1.33572817739964,0.447,0.724,0
"MERTK",0,1.67477906287503,0.82,0.544,0
"KIF26B",0,-1.5757188128005,0.225,0.499,0
"MRC1",0,3.60024700628065,0.31,0.036,0
"AC090579.1",0,-2.01690910465938,0.152,0.423,0
"SAMD9L",0,-2.12443739737064,0.149,0.413,0
"SYTL3",0,-0.910478901735777,0.296,0.558,0
"CCDC26",0,-1.60626403337525,0.236,0.498,0
"SHMT1",0,1.69379408832633,0.432,0.175,0
"EPSTI1",0,-1.64413503508632,0.328,0.585,0
"CX3CR1",0,-1.4580219455866,0.293,0.547,0
"RGS16",0,-3.56257302767309,0.088,0.342,0
"SLC22A23",0,1.59485734559158,0.525,0.275,0
"LINGO1",0,-1.08548622209906,0.365,0.611,0
"BAG3",0,4.86980490824945,0.303,0.06,0
"CHORDC1",0,3.4654679479108,0.468,0.226,0
"SLC2A3",0,-1.98514666198544,0.265,0.501,0
"LINC01091",0,-2.7716663958637,0.069,0.304,0
"KCNK13",0,-0.939600791204257,0.355,0.59,0
"GALNT10",0,-1.06721389024789,0.447,0.68,0
"SLC8A1-AS1",0,-1.69465824865505,0.216,0.449,0
"STIP1",0,2.38364902198751,0.407,0.175,0
"DDX60L",0,-1.47917238717287,0.268,0.499,0
"TRIM5",0,-2.09364922424868,0.124,0.353,0
"FKBP4",0,4.0429022316603,0.277,0.049,0
"PTGES3",0,3.18013914392166,0.676,0.45,0
"ATP1B3",0,1.5360546804567,0.475,0.251,0
"AC008691.1",0,-1.15394295986515,0.292,0.515,0
"ATP6V0A1",0,1.23865114182417,0.679,0.458,0
"MARCH1",0,-0.63487608173083,0.619,0.84,0
"CACNA1D",0,-0.431749899335185,0.481,0.701,0
"MX1",0,-2.34179500148143,0.125,0.344,0
"PDE4DIP",0,1.53615899612997,0.574,0.356,0
"SNAP23",0,2.64059724820325,0.595,0.377,0
"DPYD-AS1",0,-2.93796777173397,0.057,0.273,0
"ST13",0,2.51603298592815,0.405,0.189,0
"ABHD15-AS1",0,-1.35212523842137,0.418,0.631,0
"AC120193.1",0,-1.57985895545094,0.404,0.617,0
"LINC02232",0,-0.850358296287735,0.576,0.788,0
"IFI44",0,-2.03245044187405,0.125,0.337,0
"UBE2B",0,1.39074608843353,0.537,0.325,0
"DNAJA1",0,2.30502197665246,0.389,0.177,0
"MBOAT7",0,2.58737510575971,0.318,0.108,0
"DNAJA4",0,4.96510365741387,0.265,0.056,0
"ASAH1",0,1.01243644272001,0.747,0.538,0
"MARCH3",0,-0.740424001710332,0.424,0.631,0
"SERPINH1",0,4.86442229250714,0.242,0.035,0
"PTPRG",0,1.96795857839235,0.524,0.318,0
"LGMN",0,1.74178569417735,0.414,0.208,0
"ANKUB1",0,-1.50974478115381,0.339,0.544,0
"HSP90AB1",0,1.79095688770976,0.515,0.311,0
"SARAF",0,1.03297896527035,0.607,0.403,0
"AZIN2",0,-1.75035732401525,0.115,0.318,0
"TRERF1",0,-0.897027602527193,0.331,0.534,0
"AC007262.2",0,1.33273873277599,0.504,0.301,0
"SDCBP",0,1.17618005803297,0.545,0.343,0
"AP003481.1",0,-1.1635946690842,0.231,0.433,0
"TBC1D8",0,-1.27763950105251,0.274,0.475,0
"ITGAV",0,-1.0619760412243,0.476,0.676,0
"CA8",0,3.10306900077503,0.253,0.053,0
"MYO1E",0,1.04082791551198,0.69,0.49,0
"CACYBP",0,2.87071260665554,0.281,0.084,0
"HSPE1-MOB4",0,4.41561301082359,0.233,0.036,0
"KLHL6",0,1.66676618878986,0.631,0.435,0
"KLHL24",0,1.19455487655737,0.582,0.386,0
"HSPB1",0,2.52324740963726,0.472,0.276,0
"SEC14L1",0,1.22536136257372,0.696,0.5,0
"LPAR1",0,-1.00017028027368,0.283,0.478,0
"AP003086.2",0,-1.3339933082011,0.446,0.64,0
"AC044781.1",0,-1.08476241077132,0.329,0.523,0
"HRH1",0,2.94615206286144,0.237,0.044,0
"RNASEH2B-AS1",0,-1.59296373109515,0.123,0.315,0
"VRK2",0,-0.985760843459308,0.31,0.501,0
"DDX60",0,-1.98484591196125,0.092,0.282,0
"ENTPD1-AS1",0,-1.15769523426633,0.514,0.704,0
"SPATA6",0,-0.68553680134902,0.366,0.555,0
"IL17RA",0,-1.01016938886317,0.496,0.684,0
"FP700111.1",0,-1.30389171316286,0.243,0.43,0
"AC011933.4",0,-1.40319631905256,0.265,0.452,0
"SAMHD1",0,-0.7702896288691,0.444,0.631,0
"GNA13",0,1.24005803744382,0.701,0.514,0
"CCT4",0,1.87282745621905,0.379,0.193,0
"PARP9",0,-1.19703290471995,0.239,0.425,0
"MX2",0,-1.94816412223257,0.13,0.316,0
"OXR1",0,-1.15940843281866,0.723,0.908,0
"OPRM1",0,-1.57096087080503,0.187,0.372,0
"HSPH1",0,3.56831659781113,0.63,0.445,0
"GNAS",0,0.962200173636778,0.758,0.574,0
"MRPS6",0,2.91679664329044,0.334,0.15,0
"HSPA6",0,3.56740327820644,0.292,0.108,0
"PRKCA",0,-0.588751802643886,0.595,0.778,0
"LYVE1",0,4.33404244885811,0.193,0.012,0
"TG",0,-1.35513727031404,0.165,0.346,0
"AC017101.1",0,-2.40739359452711,0.081,0.26,0
"ENO4",0,-1.51322788209162,0.13,0.309,0
"SIRPB2",0,-1.1066508297391,0.203,0.382,0
"PEAK1",0,1.10597047689522,0.737,0.558,0
"TMEM131L",0,-0.837363908078674,0.315,0.493,0
"NOS1AP",0,-1.53951147278364,0.104,0.281,0
"HSPD1",0,3.37347813749057,0.393,0.216,0
"SNCA",0,1.01211382942808,0.64,0.463,0
"HSPA4",0,1.60081245790675,0.418,0.241,0
"HSPA9",0,1.44880069134932,0.427,0.25,0
"TLE3",0,-1.17777902518893,0.178,0.355,0
"HNRNPU",0,1.62021824459834,0.731,0.554,0
"DLEU7-AS1",0,-0.81312429543329,0.55,0.727,0
"C3",0,-1.18756834544695,0.684,0.861,0
"AC024257.1",0,-3.53450309847442,0.024,0.2,0
"HK2",0,-1.09704279654567,0.326,0.502,0
"PER1",0,1.59744752533185,0.302,0.126,0
"MFSD1",0,1.26695100351762,0.652,0.477,0
"SSBP2",0,1.02723648092015,0.864,0.689,0
"TANC1",0,-0.787384256601153,0.327,0.502,0
"TENM4",0,-0.583517633240918,0.555,0.73,0
"SHISAL2A",0,-2.05861708894452,0.062,0.235,0
"CARMIL1",0,-0.796607847878029,0.337,0.51,0
"PLAT",0,-2.55593520261929,0.048,0.221,0
"AL078590.3",0,-1.26494914809894,0.149,0.321,0
"AP2A2",0,0.876803833585738,0.505,0.333,0
"AL031777.3",0,-1.55444455419018,0.158,0.329,0
"NCF1",0,-1.47491147440377,0.149,0.32,0
"PCNX2",0,-0.795327253746587,0.645,0.816,0
"PDE4B",0,-0.665371099656366,0.499,0.669,0
"SPATS2L",0,1.2330865797472,0.518,0.348,0
"LRRK2",0,-0.811778686750738,0.498,0.668,0
"C9orf84",0,-1.50909626429943,0.264,0.434,0
"ANAPC16",0,0.929597098807608,0.609,0.439,0
"LRP4",0,1.36684915310467,0.387,0.218,0
"GMDS-DT",0,-0.717887618803192,0.464,0.633,0
"HIST1H2BG",0,-2.01665828814354,0.075,0.244,0
"FXR1",0,1.47027632026256,0.573,0.404,0
"LITAF",0,0.951050778708055,0.454,0.286,0
"PLXND1",0,1.01746516978801,0.385,0.218,0
"KCNQ1OT1",0,-1.43961276901666,0.197,0.364,0
"RTN1",0,1.48709957646139,0.361,0.194,0
"ACER3",0,-0.632894759952127,0.522,0.689,0
"AHSA1",0,2.09147956117524,0.26,0.094,0
"SRGAP3",0,-0.798830788357314,0.494,0.659,0
"AL513327.1",0,-1.3959539609342,0.16,0.325,0
"PLPP1",0,-0.912580716316218,0.253,0.418,0
"HNRNPA2B1",0,0.939504095523919,0.831,0.666,0
"ZFP36L1",0,-0.960593075290461,0.691,0.855,0
"TCP1",0,2.35798733440639,0.247,0.083,0
"FUT8",0,-0.851087602439468,0.321,0.485,0
"FOS",0,-1.04671817915341,0.192,0.356,0
"KHDRBS1",0,0.942967875446251,0.527,0.364,0
"FAM49A",0,1.19226305586147,0.653,0.49,0
"NAMPT",0,2.00197565777052,0.406,0.243,0
"DNAJB6",0,1.74264679777459,0.712,0.549,0
"SLC38A2",0,0.743423826933728,0.517,0.355,0
"BANP",0,1.05857410911305,0.526,0.364,0
"KLHL2",0,-0.793211977759644,0.307,0.469,0
"SPRED1",0,-0.387147629803332,0.629,0.789,0
"EML4",0,-0.560339228962602,0.564,0.723,0
"UBE2D3",0,1.15125760154107,0.76,0.601,0
"HLA-DQB1",0,-1.09258421535001,0.175,0.334,0
"ZHX2",0,0.923776034971548,0.462,0.303,0
"ABHD3",0,1.68026450677635,0.662,0.503,0
"ARHGAP20",0,-1.75227748025199,0.094,0.253,0
"NLRC5",0,-1.11466034727156,0.197,0.356,0
"ARRB2",0,0.637849095697938,0.592,0.433,0
"ARMH4",0,-0.90826095398628,0.309,0.467,0
"FCGBP",0,-1.50016862515199,0.298,0.456,0
"PDE3B",0,0.748140324390838,0.862,0.705,0
"STAT1",0,-1.69552272136814,0.12,0.276,0
"ARHGAP6",0,0.753864780410718,0.748,0.592,0
"MTSS1",0,0.84749616257226,0.749,0.593,0
"ID2",0,-1.42315862168253,0.152,0.308,0
"FBXL14",0,2.79412722865862,0.224,0.068,0
"MBNL2",0,1.01676809938959,0.715,0.559,0
"PAQR3",0,-1.2961365324448,0.176,0.331,0
"SERPINE1",0,2.01185788177119,0.339,0.184,0
"ARAP1",0,0.815397569437266,0.555,0.4,0
"FAM168A",0,-0.587460670492073,0.577,0.732,0
"PLAC8",0,-3.69633179487721,0.019,0.174,0
"CEACAM1",0,-2.58885158930389,0.038,0.193,0
"TTYH3",0,1.09145759684982,0.35,0.195,0
"TMEM243",0,1.97035392496803,0.348,0.193,0
"FAM69A",0,-1.02066556425003,0.185,0.339,0
"RHOQ",0,0.694843801788781,0.679,0.525,0
"TMEM156",0,-0.704849495268532,0.514,0.668,0
"HLA-DRB1",0,-0.830504608779377,0.36,0.514,0
"ZNF490",0,-1.35492480863624,0.128,0.282,0
"ATP6V1B2",0,0.807301305235579,0.548,0.396,0
"FAM198B-AS1",0,-2.01006412634028,0.085,0.237,0
"AL158071.4",0,1.21723668534639,0.478,0.326,0
"PARP14",0,-1.10536950304684,0.49,0.641,0
"TMEM144",0,-1.00905486369107,0.189,0.34,0
"CCNH",0,0.875643784801304,0.784,0.633,0
"CTSH",0,1.21974205243548,0.406,0.255,0
"MAMDC2",0,1.41596083550052,0.313,0.162,0
"NAIP",0,-0.69200893750262,0.675,0.826,0
"HP1BP3",0,0.574864462745251,0.662,0.512,0
"CSF3R",0,-0.654555467946566,0.525,0.675,0
"FRRS1",0,-1.15376554572124,0.125,0.275,0
"TRIM22",0,-0.766025227180003,0.379,0.529,0
"MKNK2",0,2.23912633948158,0.212,0.062,0
"MARCH6",0,0.79391209746169,0.611,0.461,0
"AC009950.1",0,-1.20195937817376,0.121,0.27,0
"HBP1",0,0.967808630566252,0.457,0.308,0
"ATP6V1C1",0,1.12907639407464,0.498,0.349,0
"PRNP",0,1.28212164286612,0.325,0.176,0
"TRA2B",0,0.897372417500603,0.569,0.421,0
"RALGPS2",0,1.01367415069897,0.516,0.369,0
"SH3RF3",0,-0.867967261917132,0.746,0.893,0
"COPA",0,1.13040019116862,0.565,0.418,0
"EIF2AK2",0,-1.03203082418501,0.28,0.427,0
"SQSTM1",0,1.15188713361306,0.376,0.23,0
"PNRC1",0,1.0115537677518,0.355,0.209,0
"HIST1H2AC",0,-1.30208909300729,0.565,0.71,0
"ENGASE",0,1.72651866408727,0.267,0.122,0
"CECR2",0,-1.35273477807375,0.119,0.264,0
"MTCH1",0,1.01727484402909,0.355,0.21,0
"AC009554.1",0,-1.11043637556887,0.206,0.351,0
"AP003354.2",0,-1.07291539013636,0.139,0.284,0
"NRP1",0,0.970193016841214,0.408,0.263,0
"IQGAP2",0,1.20609374783528,0.386,0.242,0
"CAMK1D",0,-0.741759974283908,0.727,0.871,0
"ADGRG5",0,-2.69110257578191,0.035,0.179,0
"AC015923.1",0,-1.34700957182022,0.142,0.286,0
"HIF1A-AS2",0,-1.46978075275545,0.275,0.419,0
"JAK2",0,-0.674125461535182,0.627,0.77,0
"TLN2",0,-0.590101986573317,0.577,0.72,0
"MCUB",0,-1.07278603440387,0.148,0.291,0
"RAB20",0,1.22807778748661,0.407,0.264,0
"GAB1",0,0.909983131818872,0.653,0.511,0
"PRDM11",0,-1.53413509811106,0.11,0.252,0
"CERK",0,1.02519885943615,0.394,0.252,0
"FAM196B",0,-1.13369216770047,0.162,0.304,0
"GPBP1",0,1.54334647255953,0.697,0.555,0
"SNX3",0,1.2146020298283,0.427,0.286,0
"RIPK2",0,2.21195225169994,0.322,0.181,0
"P2RX7",0,0.54730488053536,0.659,0.518,0
"AC124319.2",0,-1.76193701099738,0.084,0.225,0
"MORF4L2",0,1.20840320471828,0.295,0.154,0
"MGAT1",0,0.89527442020615,0.568,0.427,0
"HSPA4L",0,4.94395209228906,0.159,0.019,0
"MSN",0,1.32437940146818,0.716,0.576,0
"CREM",0,1.32929272002256,0.332,0.192,0
"AC004551.1",0,-3.25439370734733,0.025,0.165,0
"THEMIS2",0,1.07523564006554,0.343,0.204,0
"FMN1",0,0.818475564651761,0.847,0.708,0
"C11orf65",0,-1.18899454502128,0.144,0.283,0
"NUFIP2",0,0.62454371558746,0.683,0.545,0
"CALCOCO2",0,1.10752981506569,0.338,0.2,0
"DGKD",0,1.2382427880167,0.359,0.221,0
"AP005131.1",0,-1.94307955557853,0.067,0.205,0
"IER5",0,2.59131035210371,0.286,0.149,0
"AC001226.2",0,-1.25144601432419,0.142,0.278,0
"NLGN4Y",0,-1.39944977900929,0.094,0.23,0
"SMARCA1",0,1.30633139202448,0.277,0.142,0
"CREG1",0,1.18815784324665,0.434,0.299,0
"CTTNBP2",0,0.722975676717568,0.785,0.65,0
"CD69",0,-2.52404680254835,0.065,0.2,0
"AFF4",0,0.679143984293069,0.592,0.457,0
"UBASH3B",0,0.954657153089922,0.499,0.365,0
"SKI",0,-0.476171456525982,0.6,0.733,0
"PPID",0,1.61881991432721,0.232,0.099,0
"AC068992.1",0,3.66741836410521,0.155,0.022,0
"DENND3",0,-1.00114518924564,0.753,0.886,0
"AC008591.1",0,-1.75441401673501,0.074,0.206,0
"FOLR2",0,2.93945552053172,0.156,0.024,0
"CASP1",0,1.80603362056427,0.251,0.119,0
"DYSF",0,-3.37166987388758,0.023,0.154,0
"SYNDIG1",0,-0.518883892501893,0.784,0.915,0
"HIST1H2BC",0,-2.09090374865087,0.062,0.192,0
"DUSP10",0,1.50905629181866,0.31,0.181,0
"TACC1",0,1.05830719260814,0.632,0.503,0
"KCNQ3",0,-0.514627473070949,0.756,0.885,0
"TGFA",0,1.51887086625714,0.241,0.113,0
"CEMIP2",0,1.51477595517405,0.251,0.123,0
"XPO1",0,0.714780422982315,0.69,0.563,0
"ADGRG6",0,2.18894149073423,0.174,0.048,0
"SNX9",0,0.830497585154339,0.613,0.487,0
"CLIC2",0,2.54349724271708,0.229,0.103,0
"PKDCC",0,3.37735203073981,0.162,0.037,0
"TENT5A",0,1.7682586027463,0.231,0.106,0
"NUTM2A-AS1",0,0.666318474306992,0.652,0.527,0
"ENPP1",0,-1.63719276135723,0.079,0.204,0
"EPS15",0,0.670658930628253,0.743,0.619,0
"SETD5",0,0.608947468953558,0.73,0.606,0
"FTL",0,0.867515587053208,0.851,0.727,0
"AC006160.1",0,-1.79528864618285,0.084,0.208,0
"ZFAND2A",0,3.61110927157025,0.145,0.021,0
"NUDC",0,1.68132784726056,0.242,0.119,0
"HIST1H2BJ",0,-2.42015214919802,0.06,0.183,0
"NKRF",0,2.78888779273225,0.172,0.049,0
"HIST1H2BF",0,-2.68702557159115,0.032,0.154,0
"ESRRG",0,-2.34899045325375,0.048,0.169,0
"MXD1",0,1.76391177476487,0.198,0.077,0
"OAS1",0,-1.54456199919758,0.073,0.194,0
"USPL1",0,1.55884419849603,0.419,0.298,0
"TSHZ1",0,2.29895974853966,0.222,0.102,0
"HIBCH",0,1.92649260140822,0.493,0.373,0
"MRPL18",0,2.4013854997026,0.174,0.054,0
"AP001021.2",0,-1.7365074153097,0.07,0.19,0
"CPVL",0,-0.656495456157549,0.614,0.732,0
"ATP5F1B",0,1.68823639471429,0.201,0.084,0
"LINC01605",0,2.68460997059334,0.141,0.024,0
"BCAS2",0,1.70621691639659,0.209,0.093,0
"THRB",0,2.37546340109172,0.155,0.042,0
"TGFBR2",0,-0.491482466052571,0.664,0.777,0
"CLEC17A",0,-2.70455220510418,0.029,0.14,0
"TNFSF10",0,-1.86291209217436,0.053,0.162,0
"SOD1",0,1.8258669843578,0.176,0.067,0
"HERC6",0,-1.85200642641955,0.052,0.16,0
"CLEC19A",0,-1.90493285806774,0.044,0.152,0
"P4HA1",0,1.28318549735854,0.813,0.705,0
"ATP13A3",0,1.17890720766564,0.556,0.449,0
"RSAD2",0,-3.43577434225608,0.015,0.121,0
"ADAM10",0,-0.541694391797283,0.666,0.771,0
"RALGAPA2",0,0.664498628244947,0.762,0.66,0
"FYB1",0,-0.751362221016549,0.824,0.923,0
"FGFR1",0,1.80650121936825,0.142,0.043,0
"ST6GALNAC3",0,-0.709632330857628,0.772,0.871,0
"ATP8B4",0,-0.454406914293695,0.814,0.912,0
"PPP6R3",0,0.437471208862625,0.84,0.742,0
"MGAT5",0,0.514722536803132,0.834,0.737,0
"SP100",0,-0.543070728645965,0.664,0.761,0
"ATG7",0,0.676357068140186,0.901,0.804,0
"TGFBR1",0,-0.575696104942397,0.737,0.834,0
"FOSL2",0,2.16221167252317,0.133,0.037,0
"MOB4",0,3.06153883928208,0.123,0.027,0
"PALD1",0,-0.733989906537183,0.795,0.891,0
"AC016831.7",0,0.902303376344862,0.942,0.847,0
"KLHL25",0,2.98340824081525,0.116,0.022,0
"RAB1A",0,0.494748964410198,0.818,0.724,0
"ARHGAP22",0,-0.686217744434584,0.815,0.908,0
"PAQR5",0,-2.00176680854308,0.032,0.125,0
"SIGLEC1",0,-4.19711605861944,0.009,0.101,0
"TCEAL9",0,2.94990681087341,0.111,0.02,0
"DEDD2",0,2.12910248422079,0.125,0.034,0
"ATXN1",0,-0.466595235716251,0.747,0.838,0
"RASAL2",0,-0.498099224904429,0.721,0.811,0
"RABGAP1L",0,-0.538069161409456,0.751,0.841,0
"AP001610.1",0,-3.34211766930835,0.015,0.103,0
"CAPZB",0,0.559990734706324,0.89,0.803,0
"AL136454.1",0,2.49090911783499,0.112,0.026,0
"P4HA2",0,2.96533924808337,0.099,0.013,0
"RNF213",0,-0.648875038473036,0.689,0.773,0
"CMPK2",0,-3.35011897146177,0.009,0.087,0
"IFIT3",0,-4.03171807852924,0.01,0.088,0
"HSP90AA1",0,1.47852188289018,0.76,0.684,0
"CHRNA5",0,3.01904537473166,0.085,0.011,0
"HSPA1B",0,1.07080012550999,0.632,0.558,0
"HSPE1",0,4.77796420253174,0.078,0.005,0
"LPCAT2",0,-0.581371082193216,0.791,0.863,0
"MTHFD1L",0,-0.485009329371713,0.802,0.873,0
"AC008619.1",0,-3.61534986348359,0.008,0.078,0
"NIPBL",0,0.431295930213687,0.916,0.847,0
"AKT3",0,0.458214441268645,0.913,0.846,0
"SPP1",0,-0.265532337663243,0.884,0.951,0
"ACSL1",0,1.06482603107269,0.725,0.658,0
"CHD9",0,-0.442309288810753,0.807,0.872,0
"LHFPL2",0,-0.419462325232001,0.836,0.9,0
"MGAT4A",0,-0.649810411001824,0.844,0.906,0
"JAZF1",0,-0.530961727470222,0.862,0.923,0
"HSPA1A",0,1.01262280145464,0.851,0.793,0
"B2M",0,-0.988799701463863,0.647,0.705,0
"ABCC4",0,-0.548738558194868,0.846,0.894,0
"APBB1IP",0,-0.699030106768594,0.894,0.942,0
"SLC9A9",0,0.473995390965626,0.963,0.916,0
"HS3ST4",0,0.586316819758389,0.865,0.903,0
"SLC8A1",0,-0.38150944060767,0.907,0.942,0
"CELF2",0,0.631124943451772,0.987,0.955,0
"ST6GAL1",0,-0.628322374816564,0.932,0.961,0
"ELMO1",0,0.508022704803367,0.986,0.961,0
"NEAT1",0,0.552357844744099,0.998,0.979,0
"ARHGAP24",0,-0.322835640037736,0.986,0.972,0
"INPP5D",0,-0.48080896114228,0.925,0.936,0
"ARHGAP26",0,-0.352562146238057,0.963,0.952,0
"MEF2A",0,-0.455830392007668,0.977,0.966,0
"EPB41L2",0,-0.328171906734917,0.954,0.95,0
"CHST11",0,-0.488589211502092,0.96,0.958,0
"ABR",0,-0.342917458861808,0.949,0.948,0
"TMEM163",6.37299411193954e-308,-0.504861339742743,0.198,0.366,1.85498739616224e-303
"SDK1",1.64778851097124e-307,0.598325660393482,0.803,0.721,4.79621801888399e-303
"AC005162.3",8.21333005260729e-307,-2.2874178458846,0.031,0.122,2.39065397841241e-302
"TBXAS1",2.08717873205872e-306,-0.303470160719758,0.916,0.934,6.07515113540333e-302
"SPIRE1",2.73212462003672e-306,0.717841951563205,0.557,0.411,7.95239513154087e-302
"VWA8",4.9797156838088e-306,-0.840687921781537,0.216,0.37,1.44944584408623e-301
"IPCEF1",1.28009275385899e-304,-0.59315395113261,0.66,0.761,3.72596597865737e-300
"DUSP16",4.66241763909346e-303,0.997470160853496,0.411,0.267,1.35708990221093e-298
"OR52K1",6.02596971627089e-303,-3.50027614614645,0.008,0.076,1.75397900531497e-298
"NAV2",1.77586649775023e-302,1.22654223053748,0.373,0.232,5.1690146150016e-298
"DPH6",9.90506308173901e-302,-0.999080358273236,0.204,0.351,2.88306671120177e-297
"MIR222HG",2.24166380947055e-299,-1.14813719284085,0.15,0.287,6.52481085022594e-295
"CTSZ",6.85742382323278e-299,1.0794409450869,0.497,0.373,1.99599035222837e-294
"S100Z",1.45489132379431e-298,-1.01279702409835,0.217,0.362,4.23475217616809e-294
"CXCR4",8.59974265005008e-298,1.21086592237319,0.305,0.17,2.50312709315008e-293
"ANOS1",2.56425230729342e-297,-0.558141832613432,0.549,0.682,7.46376919083897e-293
"EPB41L3",8.27248627267745e-296,0.960834818706656,0.73,0.661,2.40787257938823e-291
"WAC",1.96927252548289e-295,0.449079965320347,0.851,0.758,5.73196153992305e-291
"RANGAP1",1.31643675245037e-294,1.51345809104258,0.246,0.126,3.83175245535729e-290
"NOP58",3.02427625760461e-294,1.34599666990634,0.33,0.203,8.80276090300974e-290
"PID1",1.13713405230048e-293,1.97633062563217,0.132,0.04,3.30985608603102e-289
"LY86-AS1",1.49086786883801e-293,-1.30053728266609,0.102,0.225,4.33946910582681e-289
"SP140",5.03974201926936e-291,-1.0439660973721,0.172,0.311,1.46691770954873e-286
"UBB",3.91792423593387e-290,1.54369393675926,0.216,0.1,1.14039020735327e-285
"AC024145.1",6.36482838061015e-290,-1.20950169448107,0.139,0.269,1.8526105967442e-285
"C5AR1",1.07480119564281e-289,1.25515691677267,0.228,0.108,3.12842384015753e-285
"NUCB1",1.08305138377133e-289,1.55822761766161,0.217,0.102,3.15243766274322e-285
"GRASP",1.55558950905245e-289,2.48082886730201,0.094,0.019,4.52785438399897e-285
"NAA16",6.03448007583922e-289,1.16092314157455,0.404,0.278,1.75645611567452e-284
"PFKFB3",9.272340275072e-289,-0.378511027323254,0.583,0.746,2.69890008386521e-284
"SLC26A3",1.10716399846623e-288,-1.03156128339831,0.298,0.454,3.22262225033565e-284
"SLC15A2",1.54071503397922e-288,0.840129740853777,0.439,0.3,4.48455924940331e-284
"AC244021.1",1.05620848654899e-287,-0.76793156662556,0.527,0.649,3.07430604179814e-283
"NFAT5",1.10988880992503e-286,0.627658122271184,0.76,0.658,3.23055335904879e-282
"AC007376.2",2.17652669858858e-286,-1.29790565615058,0.13,0.258,6.33521626158178e-282
"HLA-DRA",3.17699832224219e-286,-0.607715421986128,0.531,0.658,9.24728901655034e-282
"BNIP3L",3.83723103365203e-286,0.640897833957275,0.615,0.479,1.11690283696509e-281
"HIST2H2BF",4.64317210749833e-286,-1.0714221745337,0.207,0.344,1.35148810532954e-281
"TNFRSF1B",6.46440046713029e-286,0.999068987663688,0.635,0.573,1.88159304396761e-281
"ZFAND5",9.23020363196739e-286,1.08365941830276,0.288,0.159,2.68663537115675e-281
"MARK3",1.90374272885861e-285,0.469481694790797,0.774,0.678,5.54122396088876e-281
"AC008957.2",3.6461812325036e-285,-0.950775907225812,0.291,0.433,1.06129397134482e-280
"USP3-AS1",1.0128623696517e-284,-1.32492925510752,0.112,0.234,2.94813849934521e-280
"OAS3",2.19374697961511e-284,-2.63583343140832,0.018,0.094,6.38533933356571e-280
"LMO2",2.47401303589926e-284,-0.987957614422095,0.189,0.329,7.20110974359199e-280
"SERF2",2.96299596872449e-284,1.04042879170639,0.28,0.151,8.62439236616638e-280
"AC058822.1",3.38615082778138e-283,-1.27626789405708,0.153,0.283,9.85606921442325e-279
"SMAD6",3.44986606554735e-283,-1.22237371699609,0.099,0.219,1.00415251569887e-278
"OGFRL1",1.43183752178699e-282,0.586340875111222,0.708,0.596,4.16764947466539e-278
"AL157413.1",3.92529371186435e-282,-2.12121982199575,0.03,0.115,1.14253524071236e-277
"AC023051.1",6.16401694084295e-282,-1.23861028143114,0.166,0.297,1.79416041097116e-277
"TOP1",1.41041886748917e-281,0.723869652417703,0.615,0.5,4.10530619760072e-277
"CCDC50",1.65404231268278e-281,0.662177760632732,0.541,0.403,4.81442095952578e-277
"BID",5.89532843087541e-281,1.20476201473935,0.329,0.199,1.7159532463749e-276
"HNRNPA3",1.05926325018829e-280,0.556883488183385,0.612,0.483,3.08319754232304e-276
"CEBPD",8.10941403811039e-280,0.640799221990488,0.534,0.386,2.36040714407279e-275
"ELOVL5",1.39841583794634e-279,1.21982883854138,0.459,0.34,4.07036897951041e-275
"AC008050.1",4.18894745777921e-279,-0.899218544783875,0.152,0.285,1.21927693653579e-274
"P2RY12",1.31057010903858e-278,-0.316411305853411,0.454,0.649,3.8146764163786e-274
"DDX17",1.95197144593042e-278,0.367021211995126,0.846,0.752,5.68160328766966e-274
"ARID1B",2.09088905705407e-278,0.420764608374941,0.923,0.859,6.08595077836728e-274
"RABEP1",5.62988873656556e-278,0.576373863560255,0.672,0.551,1.63869171455214e-273
"ATP8B1",1.04044949120452e-276,-1.11422792812705,0.179,0.313,3.02843633404899e-272
"IFIT2",1.64985906318579e-275,-3.67404034943347,0.009,0.074,4.80224477521487e-271
"TNS3",3.55891754744579e-275,-0.450710130723952,0.746,0.811,1.03589413053505e-270
"CLK1",6.25518787387539e-274,0.72145103912163,0.569,0.446,1.82069753444891e-269
"TPT1",6.94654504866587e-274,0.704322117504505,0.645,0.533,2.02193086731518e-269
"CCDC81",1.10792454976339e-273,3.09457581603799,0.079,0.013,3.2248359869963e-269
